,MOSTYPE,MAANTHUI,MGEMOMV,MGEMLEEF,MOSHOOFD,MGODRK,MGODPR,MGODOV,MGODGE,MRELGE,MRELSA,MRELOV,MFALLEEN,MFGEKIND,MFWEKIND,MOPLHOOG,MOPLMIDD,MOPLLAAG,MBERHOOG,MBERZELF,MBERBOER,MBERMIDD,MBERARBG,MBERARBO,MSKA,MSKB1,MSKB2,MSKC,MSKD,MHHUUR,MHKOOP,MAUT1,MAUT2,MAUT0,MZFONDS,MZPART,MINKM30,MINK3045,MINK4575,MINK7512,MINK123M,MINKGEM,MKOOPKLA,PWAPART,PWABEDR,PWALAND,PPERSAUT,PBESAUT,PMOTSCO,PVRAAUT,PAANHANG,PTRACTOR,PWERKT,PBROM,PLEVEN,PPERSONG,PGEZONG,PWAOREG,PBRAND,PZEILPL,PPLEZIER,PFIETS,PINBOED,PBYSTAND,AWAPART,AWABEDR,AWALAND,APERSAUT,ABESAUT,AMOTSCO,AVRAAUT,AAANHANG,ATRACTOR,AWERKT,ABROM,ALEVEN,APERSONG,AGEZONG,AWAOREG,ABRAND,AZEILPL,APLEZIER,AFIETS,AINBOED,ABYSTAND,label
1452,33,1,3,3,8,0,3,0,6,9,0,0,2,2,5,0,4,5,0,0,0,3,6,0,0,0,4,5,0,9,0,5,0,4,6,3,5,4,0,0,0,2,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1453,7,1,3,2,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1454,8,1,3,2,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1455,9,1,4,3,3,1,3,1,5,7,1,2,1,2,7,1,2,7,0,0,0,3,3,4,0,1,1,6,3,8,1,6,1,3,7,2,2,6,2,1,0,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1456,30,1,2,4,7,0,9,0,0,5,0,4,4,2,3,0,3,6,0,0,2,0,3,5,2,0,0,5,3,0,9,3,2,4,7,2,5,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1457,10,1,4,2,3,2,6,0,3,6,1,3,1,0,8,2,6,2,2,1,0,5,0,3,2,3,3,2,1,4,5,5,2,2,5,4,2,3,4,1,1,5,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1458,41,1,4,3,10,0,5,1,3,8,1,1,1,2,7,0,2,7,1,0,4,1,1,5,1,2,3,4,1,1,8,7,1,1,8,1,2,3,2,4,0,5,4,0,0,0,6,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,10,1,4,3,3,1,4,1,4,9,0,0,0,3,6,4,5,1,5,0,0,2,1,1,2,2,5,2,0,0,9,7,2,0,2,7,0,2,4,3,1,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1460,11,1,2,4,3,4,4,2,1,4,0,5,4,3,3,1,6,2,2,3,0,6,0,0,1,2,5,2,0,7,2,5,1,4,6,3,4,3,2,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,13,1,3,2,3,1,5,1,3,8,1,1,1,3,6,4,4,2,4,1,0,3,1,1,3,2,3,2,0,1,8,7,1,1,4,5,1,3,4,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,38,1,3,3,9,1,5,1,3,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,13,1,3,2,3,1,5,1,3,8,1,1,1,3,6,4,4,2,4,1,0,3,1,1,3,2,3,2,0,1,8,7,1,1,4,5,1,3,4,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,33,1,3,3,8,0,3,4,3,9,0,0,0,1,8,0,4,5,1,0,0,3,5,2,1,2,1,4,3,9,0,5,3,2,7,2,0,3,3,4,0,7,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,33,1,2,2,8,0,3,2,4,5,2,3,3,4,3,0,4,5,0,0,0,5,4,0,0,3,0,6,0,7,2,9,0,0,9,0,3,6,0,0,0,3,3,0,0,4,6,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1466,33,1,2,4,8,0,5,0,5,9,0,0,0,9,0,0,0,9,5,0,0,0,5,0,0,0,5,4,0,5,5,9,0,0,9,0,5,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1467,28,1,2,5,6,1,7,1,1,6,1,3,3,5,1,2,4,4,2,2,3,2,1,1,2,1,4,3,1,3,6,5,0,4,5,4,1,4,3,2,0,4,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1468,37,1,1,4,8,1,4,1,4,7,1,2,9,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,9,0,6,2,1,5,4,5,5,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1469,36,1,2,4,8,0,3,4,2,6,0,3,3,3,4,0,5,4,2,0,0,2,1,6,0,1,4,2,3,2,7,6,0,3,7,2,1,3,5,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1470,11,2,2,5,3,2,4,4,0,5,0,4,4,2,3,2,3,4,4,0,0,2,0,4,4,2,0,0,4,0,9,4,2,4,5,4,3,5,1,1,0,3,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1471,11,2,2,5,3,2,4,4,0,5,0,4,4,2,3,2,3,4,4,0,0,2,0,4,4,2,0,0,4,0,9,4,2,4,5,4,3,5,1,1,0,3,6,2,0,0,6,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1472,31,1,3,2,7,1,2,2,5,5,2,3,1,3,6,1,3,6,0,0,0,3,3,3,0,1,2,6,1,8,1,5,1,4,8,1,3,5,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,38,1,2,3,9,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3,4,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1474,13,1,2,2,3,0,4,2,4,7,1,2,3,4,3,2,6,1,5,0,0,3,1,0,4,2,2,3,0,7,2,7,1,1,8,1,0,5,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1475,9,1,4,2,3,2,3,1,5,7,0,2,1,2,7,2,5,3,2,0,0,4,1,3,1,3,1,4,2,9,0,4,3,2,6,3,4,3,2,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1476,33,1,3,3,8,1,4,2,3,7,1,1,1,4,4,1,2,7,2,1,1,1,4,2,2,1,2,5,1,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,27,1,2,5,6,1,4,3,2,5,0,4,4,4,2,3,3,3,2,2,2,4,1,1,2,2,5,1,0,6,3,7,1,2,6,3,2,4,3,1,0,4,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,22,1,2,2,5,2,4,4,0,5,0,4,3,4,2,2,3,5,3,0,0,1,2,5,2,0,3,5,0,3,7,5,2,2,7,2,1,5,4,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1479,13,1,3,3,3,1,4,2,3,7,1,2,1,3,6,1,7,1,3,0,0,6,1,1,2,2,5,2,0,7,2,7,2,1,6,3,1,5,4,1,0,4,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1480,33,1,2,4,8,0,7,2,0,5,2,2,2,6,2,0,3,6,5,0,0,1,0,4,2,0,2,4,2,4,5,4,4,2,3,6,3,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1481,33,1,3,3,8,0,7,0,2,5,1,4,4,1,5,0,2,7,0,0,0,1,2,6,0,0,2,5,2,6,3,6,1,2,8,1,2,6,0,1,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1482,33,1,2,4,8,0,5,0,5,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,0,9,0,0,0,9,0,9,0,0,5,5,0,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1483,33,1,3,3,8,0,5,1,4,7,2,1,0,5,4,2,3,4,4,0,0,1,4,2,3,0,2,4,1,3,6,5,4,1,6,4,1,5,2,0,2,6,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1484,10,1,4,3,3,0,5,2,3,7,1,1,1,3,6,2,5,3,4,0,0,3,2,0,3,2,3,3,0,1,8,8,0,1,5,4,0,5,4,0,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1485,6,1,3,2,2,1,1,3,6,8,0,1,1,2,6,2,3,4,2,0,0,3,4,1,2,3,1,4,1,5,4,7,2,0,7,2,1,2,5,2,0,5,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,9,1,3,2,3,0,4,2,4,8,1,1,1,2,7,0,2,7,1,0,0,2,4,4,1,1,2,6,2,6,3,7,2,1,9,0,1,3,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1487,8,1,3,3,2,2,6,0,2,9,0,0,0,3,6,5,3,2,4,0,0,5,0,0,3,2,3,2,0,0,9,7,2,0,2,7,0,5,0,4,0,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1488,29,1,3,3,7,2,3,2,4,5,2,3,1,3,5,1,1,8,1,0,0,7,1,1,0,1,1,5,3,1,8,5,2,3,6,3,1,7,1,1,1,3,3,1,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1489,13,1,3,3,3,1,4,1,5,7,1,1,0,4,5,9,0,0,5,0,0,0,0,4,3,6,0,0,0,9,0,6,2,2,8,1,0,4,5,0,0,5,6,2,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1490,38,1,2,2,9,0,3,1,5,8,0,1,4,1,5,1,1,7,2,0,0,2,3,3,1,0,1,2,6,9,0,7,0,2,9,0,7,2,0,0,0,2,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,13,1,3,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,7,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1492,34,1,3,2,8,3,5,0,2,6,0,3,2,0,7,0,4,5,3,0,0,0,3,3,3,0,2,5,0,2,7,2,5,3,6,3,2,3,4,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1493,8,1,3,3,2,1,5,1,3,7,1,2,0,5,4,3,5,1,2,1,0,4,1,2,2,3,4,1,1,2,7,7,0,2,5,4,1,2,5,2,1,6,7,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1494,33,1,2,4,8,0,2,0,7,9,0,0,0,6,3,0,0,9,0,0,0,2,4,4,0,0,0,7,2,9,0,7,2,0,9,0,5,4,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1495,33,1,3,3,8,0,5,1,4,7,2,1,0,5,4,2,3,4,4,0,0,1,4,2,3,0,2,4,1,3,6,5,4,1,6,4,1,5,2,0,2,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1496,36,1,3,3,8,1,4,1,4,6,1,2,2,3,5,2,4,3,3,1,1,3,2,2,3,2,2,3,0,4,5,6,2,1,4,5,2,2,4,1,1,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,9,1,3,2,3,2,4,2,4,7,1,2,2,3,5,3,5,2,3,1,1,4,2,2,3,2,3,2,1,6,3,7,1,2,6,3,1,3,5,1,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,38,1,3,3,9,0,4,0,5,9,0,0,0,4,5,1,2,7,1,0,0,3,5,2,1,2,1,7,1,4,5,6,2,2,7,2,2,5,2,1,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,8,2,4,3,2,0,5,0,5,9,0,0,0,0,9,0,5,5,0,0,0,9,0,0,0,4,0,5,0,0,9,6,3,0,2,7,0,9,0,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1500,35,1,3,3,8,0,7,0,2,7,0,2,2,0,7,1,4,5,0,0,0,4,3,3,0,2,2,3,3,7,2,4,1,4,8,1,2,4,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,32,2,2,4,7,0,3,3,4,5,1,4,2,5,2,1,4,5,2,1,0,1,5,2,1,1,4,4,1,3,6,7,1,2,7,2,5,3,1,1,0,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1502,36,1,2,4,8,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,0,0,0,9,0,5,4,9,0,0,9,0,5,4,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1503,3,1,2,4,1,2,7,0,0,6,1,2,2,6,2,0,4,5,3,0,0,5,0,2,1,1,3,4,2,0,9,6,0,3,6,3,4,4,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1504,34,2,2,4,8,0,3,2,5,5,2,3,3,5,3,0,3,6,1,0,5,1,3,2,1,2,4,3,2,5,4,4,5,1,7,2,2,5,1,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,38,1,4,3,9,0,1,3,6,9,0,0,0,2,7,0,4,5,0,0,0,2,2,5,0,0,3,6,0,3,6,8,1,0,9,0,0,9,0,0,0,3,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1506,36,1,3,3,8,2,1,0,6,8,0,1,1,1,7,1,5,4,2,1,0,4,3,0,2,2,2,4,0,5,4,6,2,1,2,7,2,3,3,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1507,33,1,3,3,8,0,6,2,1,6,0,3,2,3,4,1,2,7,1,0,2,2,1,5,1,2,2,5,1,1,8,7,0,2,7,2,0,5,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1508,39,1,2,2,9,0,5,0,4,5,2,3,4,4,2,0,5,4,0,0,0,5,4,1,0,4,2,4,0,0,9,7,2,0,7,2,0,8,1,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1509,23,1,2,3,5,0,6,1,2,6,1,3,3,4,2,2,6,1,2,1,1,6,1,1,2,4,2,2,0,7,2,7,1,2,7,2,1,6,2,2,0,4,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1510,3,1,2,4,1,2,7,0,0,6,1,2,2,6,2,0,4,5,3,0,0,5,0,2,1,1,3,4,2,0,9,6,0,3,6,3,4,4,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1511,24,1,2,2,5,0,4,1,4,2,3,4,3,4,2,1,5,4,1,0,0,2,2,4,1,1,3,4,2,8,1,6,1,3,8,1,5,4,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1512,40,1,2,4,10,0,6,0,3,6,0,3,3,4,3,0,2,7,1,0,8,1,0,1,2,1,6,2,0,0,9,3,3,3,2,7,3,6,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,36,1,2,2,8,0,4,2,3,5,1,3,2,7,1,0,4,5,0,0,0,3,2,4,0,1,1,7,1,9,0,6,0,3,7,2,2,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1514,5,1,2,4,1,0,5,3,2,5,1,4,3,4,3,1,3,6,2,1,1,3,4,2,1,2,1,6,1,6,3,6,1,3,7,2,4,3,2,1,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,22,1,2,2,5,0,7,2,0,9,0,0,4,3,2,1,6,3,1,0,0,3,3,4,1,1,3,5,1,8,1,7,0,2,7,2,1,4,3,3,0,6,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1516,9,1,3,3,3,2,3,1,4,7,1,2,1,4,5,1,6,3,4,1,0,4,1,1,3,2,3,1,2,6,3,7,1,2,5,4,5,3,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1517,10,1,3,3,3,0,5,0,4,8,1,0,1,3,5,1,5,3,3,0,0,2,1,3,0,3,4,3,0,0,9,9,0,0,5,4,2,4,4,0,0,4,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1518,23,1,3,3,5,2,1,5,2,5,1,4,3,4,3,2,5,3,2,0,0,6,1,1,2,2,3,2,2,8,1,3,2,5,7,2,4,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,39,1,4,3,9,0,7,2,0,9,0,0,0,0,9,0,2,7,0,0,0,2,2,6,0,2,0,7,0,7,2,7,2,0,9,0,0,7,2,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1520,33,1,3,3,8,1,4,2,3,7,1,1,1,4,4,1,3,6,2,1,1,1,4,2,1,2,4,3,1,2,7,4,4,2,7,2,3,3,3,0,1,4,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1521,33,1,3,3,8,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,9,1,2,3,3,2,3,1,5,5,2,2,2,4,4,1,5,4,2,0,0,4,3,1,1,3,1,5,1,8,1,6,2,2,8,1,2,5,2,1,1,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,23,1,2,2,5,0,6,2,2,4,2,4,4,3,2,2,5,2,2,0,0,3,3,3,2,3,3,3,0,8,1,4,3,3,7,2,3,4,2,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,12,2,4,2,3,0,2,0,7,9,0,0,0,0,9,0,3,6,0,0,0,7,0,2,0,2,0,6,2,0,9,9,0,0,9,0,2,0,5,2,0,5,7,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1525,4,1,2,4,1,1,5,0,4,4,2,4,4,4,2,2,4,4,3,0,0,4,1,2,3,2,3,3,0,6,3,7,1,2,6,3,3,3,4,1,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,24,1,3,2,5,1,3,2,4,6,1,2,2,3,5,0,4,5,2,0,0,0,5,3,0,1,4,3,1,4,5,5,1,3,7,2,2,5,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,24,1,2,3,5,1,6,1,2,7,1,2,1,7,1,1,4,5,0,0,4,1,0,4,4,0,1,5,0,5,4,4,2,3,7,2,0,2,3,4,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
